Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Tony Brown,1988-89,TOT,86,365.0,-0.56,-0.35,-0.91,0.36
Micheal Williams,1988-89,DET,49,358.0,-3.67,-2.04,-5.71,-0.75
Clinton Wheeler,1988-89,TOT,56,354.0,-0.14,-0.08,-0.22,0.53
Todd Mitchell,1988-89,TOT,48,353.0,-2.05,-0.63,-2.68,-0.09
Calvin Natt,1988-89,TOT,48,353.0,-1.67,-1.57,-3.24,-0.21
Ray Tolbert,1988-89,ATL,50,341.0,-4.70,-0.39,-5.09,-0.56
Corey Gaines,1988-89,NJN,32,337.0,-0.92,-1.03,-1.95,0.09
Ralph Lewis,1988-89,CHH,42,336.0,-2.94,-2.20,-5.13,-0.58
Randolph Keys,1988-89,CLE,42,331.0,-2.90,-1.52,-4.42,-0.44
Jose Ortiz,1988-89,UTA,51,327.0,-4.89,-1.98,-6.87,-0.94
T.R. Dunn,1988-89,PHO,34,321.0,-2.58,0.76,-1.82,0.13
Mark McNamara,1988-89,LAL,39,318.0,-2.20,-0.72,-2.92,-0.09
John Starks,1988-89,GSW,36,316.0,-2.71,-1.74,-4.45,-0.42
Anthony Frederick,1988-89,IND,46,313.0,-2.11,-1.34,-3.45,-0.21
Bill Jones,1988-89,NJN,37,307.0,-0.44,0.14,-0.29,0.43
Avery Johnson,1988-89,SEA,43,291.0,-0.67,0.05,-0.62,0.35
Jack Haley,1988-89,CHI,51,289.0,-2.50,-0.77,-3.27,-0.16
Pete Myers,1988-89,TOT,66,270.0,-0.19,0.23,0.04,0.44
Dudley Bradley,1988-89,ATL,38,267.0,-1.97,-0.45,-2.41,0.01
Mark Davis,1988-89,TOT,66,258.0,0.33,0.17,0.50,0.50
Ed Nealy,1988-89,TOT,86,258.0,-1.86,0.24,-1.62,0.14
Sidney Lowe,1988-89,CHH,14,250.0,1.61,1.52,3.13,0.92
Tellis Frank,1988-89,GSW,32,245.0,-3.11,-0.26,-3.37,-0.16
Brook Steppe,1988-89,POR,27,244.0,-0.19,-0.93,-1.12,0.21
Grant Gondrezick,1988-89,LAC,27,244.0,-0.60,-0.64,-1.24,0.18
Duane Ferrell,1988-89,ATL,41,231.0,-1.00,-0.89,-1.89,0.08
Chuck Nevitt,1988-89,HOU,43,228.0,-3.84,2.48,-1.36,0.15
Eddie Hughes,1988-89,DEN,26,224.0,-0.21,0.37,0.16,0.38
Bernard Thompson,1988-89,HOU,23,222.0,-2.99,-0.48,-3.47,-0.17
Everette Stephens,1988-89,IND,35,209.0,-3.23,-1.77,-5.00,-0.34
Uwe Blab,1988-89,DAL,37,208.0,-1.52,0.24,-1.28,0.16
Jeff Grayer,1988-89,MIL,11,200.0,-1.46,-1.12,-2.57,-0.02
Anthony Jones,1988-89,TOT,66,196.0,-0.07,-0.13,-0.20,0.29
Phil Hubbard,1988-89,CLE,31,191.0,-1.32,-0.85,-2.17,0.03
Will Perdue,1988-89,CHI,30,190.0,-3.05,-0.60,-3.65,-0.15
Larry Bird,1988-89,BOS,6,189.0,1.34,-0.03,1.31,0.47
Bart Kofoed,1988-89,UTA,19,176.0,-2.33,-0.18,-2.50,-0.02
Jeff Lamp,1988-89,LAL,37,176.0,-2.81,-1.01,-3.82,-0.15
Steve Kerr,1988-89,PHO,26,157.0,0.32,-0.25,0.07,0.26
Greg Butler,1988-89,NYK,33,140.0,-2.53,-1.97,-4.51,-0.18
Ken Bannister,1988-89,LAC,9,130.0,0.93,0.16,1.10,0.31
Dominic Pressley,1988-89,TOT,26,124.0,-1.08,-0.71,-1.79,0.05
Tom Tolbert,1988-89,CHH,14,117.0,-0.58,-0.16,-0.75,0.13
Tito Horford,1988-89,MIL,25,112.0,-3.06,-1.06,-4.12,-0.12
Rob Lock,1988-89,LAC,20,110.0,-2.38,-0.81,-3.19,-0.06
Otis Birdsong,1988-89,BOS,13,108.0,-1.28,-1.59,-2.87,-0.03
Dave Popson,1988-89,TOT,34,106.0,-0.68,-0.63,-1.31,0.08
Ben McDonald,1988-89,GSW,11,103.0,0.25,-0.91,-0.66,0.12
Ramon Rivas,1988-89,BOS,28,91.0,-0.86,-0.45,-1.32,0.07
Ennis Whatley,1988-89,LAC,8,90.0,-0.49,-0.32,-0.81,0.09
Ben Gillery,1988-89,SAC,24,84.0,-1.15,0.47,-0.68,0.10
Fennis Dembo,1988-89,DET,31,74.0,-0.89,-0.05,-0.94,0.07
Michael Jackson,1988-89,SAC,14,70.0,-0.50,-0.52,-1.03,0.06
Petur Gudmundsson,1988-89,SAS,5,70.0,-1.20,-0.78,-1.98,0.02
Wayne Englestad,1988-89,DEN,11,50.0,-1.00,-0.81,-1.81,0.02
Darryl Dawkins,1988-89,DET,14,48.0,-0.07,0.28,0.21,0.08
Randy Allen,1988-89,SAC,7,43.0,-0.67,-0.49,-1.17,0.04
Rolando Ferreira,1988-89,POR,12,34.0,-1.78,-1.05,-2.84,-0.01
Pace Mannion,1988-89,TOT,20,32.0,0.10,-0.20,-0.09,0.05
John Stroeder,1988-89,TOT,10,22.0,-0.22,-0.63,-0.85,0.02
Orlando Graham,1988-89,GSW,7,22.0,-0.59,-0.97,-1.56,0.01
Ron Cavenall,1988-89,NJN,5,16.0,-0.06,-0.37,-0.43,0.02
Jim Rowinski,1988-89,TOT,18,15.0,0.15,-0.19,-0.04,0.02
Greg Ballard,1988-89,SEA,2,15.0,-0.07,-1.12,-1.19,0.01
Andre Turner,1988-89,MIL,4,13.0,-0.59,-0.38,-0.97,0.01
Keith Smart,1988-89,SAS,2,12.0,-0.04,-0.63,-0.67,0.01
Richard Morton,1988-89,IND,2,11.0,0.19,-0.56,-0.38,0.01
Kenny Gattison,1988-89,PHO,2,9.0,-0.63,-0.13,-0.76,0.01
Sedric Toney,1988-89,IND,2,9.0,-0.33,-0.63,-0.97,0.01
Steve Harris,1988-89,DET,3,7.0,0.35,0.65,1.00,0.02
Winston Crite,1988-89,PHO,2,6.0,-0.90,-0.25,-1.16,0.01
Mike Dunleavy,1988-89,MIL,2,5.0,-0.01,-0.35,-0.36,0.01
Mike Champion,1988-89,SEA,2,4.0,-0.23,-1.25,-1.47,0.00
Rob Rose,1988-89,LAC,2,3.0,-0.10,-0.58,-0.68,0.00
David Wood,1988-89,CHI,2,2.0,-0.33,-0.35,-0.68,0.00
Barry Sumpter,1988-89,LAC,1,1.0,-0.09,-0.61,-0.71,0.00
Michael Jordan,1987-88,CHI,82,"3,311.0",7.14,3.13,10.27,25.52
Mark Jackson,1987-88,NYK,82,"3,249.0",1.85,1.62,3.47,12.85
Karl Malone,1987-88,UTA,82,"3,198.0",1.12,0.39,1.51,8.51
Charles Barkley,1987-88,PHI,80,"3,170.0",5.34,1.30,6.65,18.35
Otis Thorpe,1987-88,SAC,82,"3,072.0",1.58,-0.04,1.54,8.10
Fat Lever,1987-88,DEN,82,"3,061.0",2.67,2.53,5.20,15.27
Clyde Drexler,1987-88,POR,81,"3,060.0",4.02,1.45,5.47,15.64
Byron Scott,1987-88,LAL,81,"3,048.0",3.25,0.55,3.80,12.43
Derek Harper,1987-88,DAL,82,"3,032.0",3.01,0.86,3.87,12.52
Danny Ainge,1987-88,BOS,81,"3,018.0",2.84,0.01,2.85,10.38
Terry Porter,1987-88,POR,82,"2,991.0",3.26,1.16,4.42,13.39
Alvin Robertson,1987-88,SAS,82,"2,978.0",1.74,1.98,3.72,11.99
Larry Bird,1987-88,BOS,76,"2,965.0",6.16,0.48,6.64,16.88
Mike Gminski,1987-88,TOT,162,"2,961.0",-0.23,1.00,0.77,6.28
Brad Daugherty,1987-88,CLE,79,"2,957.0",0.21,-0.27,-0.06,4.65
Dominique Wilkins,1987-88,ATL,78,"2,948.0",3.03,-1.48,1.55,7.80
Isiah Thomas,1987-88,DET,81,"2,927.0",2.21,0.34,2.55,9.71
Jack Sikma,1987-88,MIL,82,"2,923.0",1.11,1.90,3.01,10.59
Bill Laimbeer,1987-88,DET,82,"2,897.0",0.46,2.41,2.87,10.23
Jerome Kersey,1987-88,POR,79,"2,888.0",1.01,1.50,2.52,9.46
Maurice Cheeks,1987-88,PHI,79,"2,871.0",3.07,1.17,4.24,12.53
John Stockton,1987-88,UTA,82,"2,842.0",6.17,3.60,9.78,21.55
Hakeem Olajuwon,1987-88,HOU,79,"2,825.0",1.68,4.97,6.65,16.66
Alex English,1987-88,DEN,80,"2,818.0",1.90,-1.86,0.04,4.64
Charles Oakley,1987-88,CHI,82,"2,816.0",-1.01,1.38,0.36,5.24
Chuck Person,1987-88,IND,79,"2,807.0",-0.43,-0.89,-1.32,2.03
Thurl Bailey,1987-88,UTA,82,"2,804.0",-0.66,-1.33,-1.99,0.69
Dale Ellis,1987-88,SEA,75,"2,790.0",3.24,-2.13,1.11,6.57
Michael Adams,1987-88,DEN,82,"2,778.0",2.69,0.98,3.66,11.22
John Bagley,1987-88,NJN,82,"2,774.0",0.07,-0.64,-0.57,3.39
Vern Fleming,1987-88,IND,80,"2,733.0",2.52,1.32,3.85,11.42
Joe Dumars,1987-88,DET,82,"2,732.0",0.62,-0.18,0.44,5.22
Mark Eaton,1987-88,UTA,82,"2,731.0",-4.06,5.29,1.23,6.73
Xavier McDaniel,1987-88,SEA,78,"2,703.0",0.75,-0.83,-0.08,4.22
Gerald Wilkins,1987-88,NYK,81,"2,703.0",-0.31,-1.58,-1.89,0.88
Steve Stipanovich,1987-88,IND,80,"2,692.0",0.11,2.31,2.42,8.75
Moses Malone,1987-88,WSB,79,"2,692.0",1.26,0.68,1.94,7.89
Rodney McCray,1987-88,HOU,81,"2,689.0",0.56,1.16,1.72,7.49
Tom Chambers,1987-88,SEA,82,"2,680.0",0.78,-0.58,0.20,4.69
Dennis Johnson,1987-88,BOS,77,"2,670.0",0.40,-0.22,0.18,4.62
Michael Cage,1987-88,LAC,72,"2,660.0",-0.20,2.54,2.35,8.70
James Worthy,1987-88,LAL,75,"2,655.0",1.69,-0.30,1.39,6.72
Jeff Malone,1987-88,WSB,80,"2,655.0",1.43,-2.04,-0.61,3.19
Reggie Theus,1987-88,SAC,73,"2,653.0",1.37,-2.57,-1.20,2.17
Magic Johnson,1987-88,LAL,72,"2,637.0",4.55,0.63,5.18,12.98
Buck Williams,1987-88,NJN,70,"2,637.0",0.96,1.26,2.22,8.27
A.C. Green,1987-88,LAL,82,"2,636.0",-0.44,1.26,0.82,5.69
Terry Cummings,1987-88,MIL,76,"2,629.0",0.26,-0.10,0.16,4.53
Mark Price,1987-88,CLE,80,"2,626.0",2.89,-0.42,2.47,8.64
Mark Aguirre,1987-88,DAL,77,"2,610.0",2.88,-1.03,1.85,7.41
Roy Hinson,1987-88,TOT,154,"2,592.0",-0.85,1.13,0.28,4.71
Rolando Blackman,1987-88,DAL,71,"2,580.0",1.17,-1.58,-0.41,3.47
Patrick Ewing,1987-88,NYK,82,"2,546.0",0.79,3.69,4.48,11.72
Mike Woodson,1987-88,LAC,80,"2,534.0",0.33,-0.67,-0.34,3.48
James Donaldson,1987-88,DAL,81,"2,523.0",-1.16,2.20,1.04,5.82
Sleepy Floyd,1987-88,TOT,154,"2,514.0",1.11,-0.41,0.70,5.23
Doc Rivers,1987-88,ATL,80,"2,502.0",3.66,2.18,5.84,13.34
Sam Perkins,1987-88,DAL,75,"2,499.0",-0.02,1.05,1.03,5.74
Paul Pressey,1987-88,MIL,75,"2,484.0",1.78,1.56,3.34,9.53
Nate McMillan,1987-88,SEA,82,"2,453.0",1.99,3.14,5.13,12.07
John Williams,1987-88,WSB,82,"2,428.0",0.21,0.19,0.40,4.58
Randy Wittman,1987-88,ATL,82,"2,412.0",0.10,-1.09,-0.99,2.31
Kevin McHale,1987-88,BOS,64,"2,390.0",3.08,0.34,3.42,9.08
Larry Nance,1987-88,TOT,134,"2,383.0",1.67,2.63,4.30,10.58
Wayman Tisdale,1987-88,IND,79,"2,378.0",0.12,-0.53,-0.41,3.17
Dave Corzine,1987-88,CHI,80,"2,328.0",-1.47,-0.02,-1.49,1.42
Robert Parish,1987-88,BOS,74,"2,312.0",0.18,1.03,1.21,5.55
Kareem Abdul-Jabbar,1987-88,LAL,80,"2,308.0",-0.16,0.68,0.52,4.52
Roy Tarpley,1987-88,DAL,81,"2,307.0",-0.43,1.68,1.25,5.64
Randy Breuer,1987-88,MIL,81,"2,258.0",-0.64,1.61,0.97,5.13
Jeff Hornacek,1987-88,PHO,82,"2,243.0",1.88,-0.17,1.71,6.17
Frank Brickowski,1987-88,SAS,70,"2,227.0",0.43,-0.43,0.00,3.59
Kevin Duckworth,1987-88,POR,78,"2,223.0",-0.99,-1.59,-2.58,-0.19
Brad Sellers,1987-88,CHI,82,"2,212.0",-1.63,-0.07,-1.71,1.02
Rod Higgins,1987-88,GSW,68,"2,188.0",2.17,0.19,2.36,6.96
Johnny Dawkins,1987-88,SAS,65,"2,179.0",2.30,-1.47,0.84,4.72
Eddie Johnson,1987-88,PHO,73,"2,177.0",0.42,-2.80,-2.37,0.10
Benoit Benjamin,1987-88,LAC,66,"2,171.0",-2.33,3.34,1.02,5.08
Kenny Smith,1987-88,SAC,61,"2,170.0",0.60,-0.96,-0.36,2.99
Danny Schayes,1987-88,DEN,81,"2,166.0",1.15,2.52,3.67,8.76
Allen Leavell,1987-88,HOU,80,"2,150.0",1.55,0.54,2.09,6.53
Dennis Rodman,1987-88,DET,82,"2,147.0",-0.07,1.28,1.21,5.22
Adrian Dantley,1987-88,DET,69,"2,144.0",3.31,-1.48,1.83,6.09
Kenny Walker,1987-88,NYK,82,"2,139.0",-0.93,0.83,-0.10,3.31
Cliff Levingston,1987-88,ATL,82,"2,135.0",0.23,0.84,1.07,4.96
Winston Garland,1987-88,GSW,67,"2,122.0",0.29,0.00,0.28,3.83
Tim McCormick,1987-88,TOT,140,"2,114.0",-0.25,-0.62,-0.87,2.18
Cliff Robinson,1987-88,PHI,62,"2,110.0",-0.66,-1.08,-1.74,0.97
Hot Rod Williams,1987-88,CLE,77,"2,106.0",-0.65,2.72,2.07,6.37
Mark West,1987-88,TOT,166,"2,098.0",-2.19,1.83,-0.36,2.88
Kevin Willis,1987-88,ATL,75,"2,091.0",-1.30,0.06,-1.24,1.65
Sidney Green,1987-88,NYK,82,"2,049.0",-2.81,1.13,-1.68,0.95
Bernard King,1987-88,WSB,69,"2,044.0",-0.33,-3.02,-3.36,-1.30
Ben McDonald,1987-88,GSW,81,"2,039.0",-1.82,-1.67,-3.49,-1.39
Chris Mullin,1987-88,GSW,60,"2,033.0",3.15,-0.04,3.11,7.46
Harold Pressley,1987-88,SAC,80,"2,029.0",-0.84,-0.02,-0.86,2.12
Larry Drew,1987-88,LAC,74,"2,024.0",-0.17,-1.91,-2.08,0.30
John Long,1987-88,IND,81,"2,022.0",0.67,-0.07,0.60,4.10
Mychal Thompson,1987-88,LAL,80,"2,007.0",-1.31,-0.21,-1.52,1.23
Joe Barry Carroll,1987-88,TOT,154,"2,004.0",-2.73,-0.12,-2.85,-0.61
John Salley,1987-88,DET,82,"2,003.0",-0.57,2.62,2.05,6.00
Joe Kleine,1987-88,SAC,82,"1,999.0",-1.10,-0.06,-1.15,1.70
Greg Anderson,1987-88,SAS,82,"1,984.0",-1.57,0.38,-1.19,1.66
Herb Williams,1987-88,IND,75,"1,966.0",-3.04,1.77,-1.27,1.49
Rick Mahorn,1987-88,DET,67,"1,963.0",-0.15,2.11,1.95,5.74
Walter Davis,1987-88,PHO,68,"1,951.0",2.16,-2.02,0.14,3.33
Purvis Short,1987-88,HOU,81,"1,949.0",0.49,-2.49,-2.00,0.50
Vinnie Johnson,1987-88,DET,82,"1,935.0",-1.18,-2.36,-3.54,-1.41
Walter Berry,1987-88,SAS,73,"1,922.0",0.81,-1.47,-0.66,2.27
Kevin Johnson,1987-88,TOT,160,"1,917.0",1.14,0.32,1.46,4.92
John Paxson,1987-88,CHI,81,"1,888.0",0.93,-1.60,-0.68,2.18
Otis Birdsong,1987-88,NJN,67,"1,882.0",-1.90,-1.76,-3.66,-1.62
Reggie Miller,1987-88,IND,82,"1,840.0",0.72,-1.55,-0.83,1.93
Ron Harper,1987-88,CLE,57,"1,830.0",0.34,1.88,2.22,5.72
Horace Grant,1987-88,CHI,81,"1,827.0",-1.43,0.57,-0.85,1.89
Alton Lister,1987-88,SEA,82,"1,812.0",-2.03,3.52,1.49,4.72
Jay Humphries,1987-88,TOT,136,"1,809.0",1.44,-0.59,0.86,3.95
Armen Gilliam,1987-88,PHO,55,"1,807.0",-1.84,-0.22,-2.07,0.45
Bob Hansen,1987-88,UTA,81,"1,796.0",0.56,-0.70,-0.14,2.73
Michael Cooper,1987-88,LAL,61,"1,793.0",-0.29,-0.57,-0.86,1.88
Jim Petersen,1987-88,HOU,69,"1,793.0",-1.51,0.28,-1.23,1.39
Blair Rasmussen,1987-88,DEN,79,"1,779.0",-0.55,-0.13,-0.68,2.06
Caldwell Jones,1987-88,POR,79,"1,778.0",-2.81,2.90,0.08,2.97
John Lucas,1987-88,MIL,81,"1,766.0",1.80,-1.10,0.69,3.68
Tree Rollins,1987-88,ATL,76,"1,765.0",-1.85,3.50,1.65,4.78
Jay Vincent,1987-88,DEN,73,"1,755.0",-1.05,-2.85,-3.89,-1.67
Tyrone Corbin,1987-88,TOT,168,"1,739.0",-1.50,-0.55,-2.05,0.41
Craig Ehlo,1987-88,CLE,79,"1,709.0",-0.70,0.52,-0.18,2.55
Derrick McKey,1987-88,SEA,82,"1,706.0",-0.58,0.29,-0.29,2.42
James Edwards,1987-88,TOT,138,"1,705.0",-1.83,-0.75,-2.58,-0.16
Bill Cartwright,1987-88,NYK,82,"1,676.0",1.35,-0.35,1.00,3.85
Ralph Sampson,1987-88,TOT,96,"1,663.0",-2.88,0.72,-2.15,0.29
Scottie Pippen,1987-88,CHI,79,"1,650.0",-2.05,0.81,-1.24,1.28
Alvan Adams,1987-88,PHO,82,"1,646.0",-1.53,0.44,-1.09,1.46
Darnell Valentine,1987-88,LAC,79,"1,636.0",-0.17,0.50,0.34,3.03
Phil Hubbard,1987-88,CLE,78,"1,631.0",-1.47,-0.74,-2.22,0.18
Muggsy Bogues,1987-88,WSB,79,"1,628.0",0.40,1.24,1.64,4.45
Terry Catledge,1987-88,WSB,70,"1,610.0",-0.36,-1.04,-1.40,1.07
Tellis Frank,1987-88,GSW,78,"1,597.0",-2.38,-0.80,-3.19,-0.78
Albert King,1987-88,PHI,72,"1,593.0",-2.99,-1.67,-4.66,-2.22
Johnny Newman,1987-88,NYK,77,"1,589.0",-0.65,-1.34,-1.99,0.41
Detlef Schrempf,1987-88,DAL,82,"1,587.0",-0.32,-1.23,-1.55,0.94
Otis Smith,1987-88,TOT,144,"1,549.0",1.32,0.18,1.50,4.05
T.R. Dunn,1987-88,DEN,82,"1,534.0",-2.33,1.78,-0.55,1.92
Steve Colter,1987-88,TOT,136,"1,513.0",0.69,0.77,1.47,3.95
Gerald Henderson,1987-88,TOT,150,"1,505.0",0.72,-1.82,-1.10,1.33
Sam Vincent,1987-88,TOT,144,"1,501.0",0.98,-0.49,0.49,2.93
Mike Mitchell,1987-88,SAS,68,"1,501.0",0.55,-3.67,-3.12,-0.62
Dell Curry,1987-88,CLE,79,"1,499.0",-0.44,-0.90,-1.34,1.05
Ben Coleman,1987-88,TOT,140,"1,498.0",-2.13,-0.59,-2.72,-0.31
Antoine Carr,1987-88,ATL,80,"1,483.0",-0.24,0.37,0.13,2.52
Brad Davis,1987-88,DAL,75,"1,480.0",1.86,-1.20,0.66,3.04
Craig Hodges,1987-88,TOT,132,"1,445.0",0.84,-2.63,-1.79,0.60
Dudley Bradley,1987-88,TOT,130,"1,437.0",-0.60,2.03,1.44,3.74
Ken Norman,1987-88,LAC,66,"1,435.0",-2.44,-0.80,-3.24,-0.93
Sidney Moncrief,1987-88,MIL,56,"1,428.0",1.19,-0.10,1.08,3.35
David Wingate,1987-88,PHI,61,"1,419.0",-3.05,-2.80,-5.85,-2.98
Pearl Washington,1987-88,NJN,68,"1,379.0",-1.16,-1.34,-2.50,-0.13
Dennis Hopson,1987-88,NJN,61,"1,365.0",-2.95,-1.82,-4.77,-2.14
Richard Anderson,1987-88,TOT,148,"1,350.0",-1.27,-0.21,-1.48,0.86
Spud Webb,1987-88,ATL,82,"1,347.0",0.60,-1.31,-0.72,1.54
Bill Hanzlik,1987-88,DEN,77,"1,334.0",-2.94,-0.20,-3.15,-0.63
Quintin Dailey,1987-88,LAC,67,"1,282.0",-0.38,-2.38,-2.76,-0.41
Mike Holton,1987-88,POR,82,"1,279.0",-0.75,-1.33,-2.08,0.31
Frank Johnson,1987-88,WSB,75,"1,258.0",-0.35,-1.09,-1.44,0.80
LaSalle Thompson,1987-88,SAC,69,"1,257.0",-1.78,1.87,0.09,2.11
Trent Tucker,1987-88,NYK,71,"1,248.0",1.09,-0.75,0.34,2.31
Marc Iavaroni,1987-88,UTA,81,"1,238.0",-3.19,0.37,-2.82,-0.39
Dave Greenwood,1987-88,SAS,45,"1,236.0",-1.90,-0.05,-1.95,0.41
John Battle,1987-88,ATL,67,"1,227.0",1.04,-3.47,-2.43,0.01
Jerome Whitehead,1987-88,GSW,72,"1,221.0",-1.71,0.13,-1.58,0.69
Maurice Lucas,1987-88,POR,73,"1,191.0",-1.86,-0.55,-2.41,0.04
Terry Tyler,1987-88,SAC,74,"1,185.0",-1.71,0.22,-1.49,0.74
Ed Pinckney,1987-88,SAC,79,"1,177.0",-0.42,-0.73,-1.15,1.00
Jerry Reynolds,1987-88,MIL,62,"1,161.0",-2.06,0.04,-2.02,0.30
Mark Acres,1987-88,BOS,79,"1,151.0",-2.69,0.30,-2.38,0.10
Joe Wolf,1987-88,LAC,42,"1,137.0",-3.17,-0.24,-3.41,-0.87
Manute Bol,1987-88,WSB,77,"1,136.0",-3.23,7.18,3.95,4.83
Earl Cureton,1987-88,LAC,69,"1,128.0",-3.20,0.59,-2.60,-0.24
Dave Feitl,1987-88,GSW,70,"1,128.0",-2.88,-2.22,-5.09,-1.89
Dallas Comegys,1987-88,NJN,75,"1,122.0",-4.31,0.35,-3.96,-1.18
Rickey Green,1987-88,UTA,81,"1,116.0",-0.22,-1.22,-1.44,0.69
Ron Anderson,1987-88,IND,74,"1,097.0",-0.24,-1.21,-1.45,0.69
Steve Harris,1987-88,TOT,116,"1,084.0",-0.37,-1.53,-1.89,0.39
Kevin Williams,1987-88,SEA,80,"1,084.0",-1.09,-0.82,-1.91,0.38
Olden Polynice,1987-88,SEA,82,"1,080.0",-3.08,0.27,-2.81,-0.26
Jon Koncak,1987-88,ATL,49,"1,073.0",-1.97,2.74,0.76,2.28
Dirk Minniefield,1987-88,TOT,144,"1,070.0",-1.47,-0.90,-2.36,0.11
Greg Kite,1987-88,TOT,106,"1,063.0",-3.74,1.26,-2.49,-0.13
Sedale Threatt,1987-88,TOT,142,"1,055.0",1.17,-0.88,0.29,1.88
Darrell Griffith,1987-88,UTA,52,"1,052.0",-1.19,-1.89,-3.08,-0.51
Larry Krystkowiak,1987-88,MIL,50,"1,050.0",-1.77,-1.23,-2.99,-0.40
Steve Johnson,1987-88,POR,43,"1,050.0",-1.61,-1.56,-3.17,-0.48
Rory Sparrow,1987-88,TOT,116,"1,044.0",-1.86,-1.17,-3.03,-0.43
Kiki Vandeweghe,1987-88,POR,37,"1,038.0",3.32,-3.25,0.07,1.73
Fred Roberts,1987-88,BOS,74,"1,032.0",-1.32,-2.35,-3.67,-0.75
Jon Sundvold,1987-88,SAS,52,"1,024.0",0.56,-3.75,-3.19,-0.47
Petur Gudmundsson,1987-88,SAS,69,"1,017.0",-2.37,0.35,-2.03,0.29
Melvin Turpin,1987-88,UTA,79,"1,011.0",-2.19,1.11,-1.08,0.88
Mike McGee,1987-88,TOT,96,"1,003.0",0.70,-2.11,-1.41,0.68
Robert Reid,1987-88,HOU,62,980.0,-0.64,-1.13,-1.77,0.40
Kelly Tripucka,1987-88,UTA,49,976.0,-0.82,-1.60,-2.42,-0.04
Russ Schoene,1987-88,SEA,81,973.0,-0.82,-1.37,-2.18,0.16
Ricky Pierce,1987-88,MIL,37,965.0,0.91,-3.37,-2.45,-0.02
Terry Teagle,1987-88,GSW,47,958.0,-1.93,-4.38,-6.30,-2.29
Danny Young,1987-88,SEA,77,949.0,1.95,-0.08,1.87,2.71
Jawann Oldham,1987-88,SAC,54,946.0,-2.83,3.35,0.52,1.86
Pat Cummings,1987-88,NYK,62,946.0,-2.97,-1.35,-4.32,-1.20
Darrell Walker,1987-88,WSB,52,940.0,-1.92,0.35,-1.57,0.52
Kurt Nimphius,1987-88,SAS,72,919.0,-2.16,0.14,-2.02,0.27
Leon Wood,1987-88,TOT,104,909.0,2.60,-2.60,0.00,1.47
Derek Smith,1987-88,SAC,35,899.0,0.53,-1.66,-1.12,0.78
Artis Gilmore,1987-88,TOT,142,893.0,-3.52,0.30,-3.22,-0.43
Mike Sanders,1987-88,TOT,118,883.0,-1.29,-1.17,-2.46,-0.02
Buck Johnson,1987-88,HOU,70,879.0,-0.63,0.18,-0.46,1.15
James Bailey,1987-88,PHO,65,869.0,-3.77,-0.47,-4.24,-0.99
Wayne Cooper,1987-88,DEN,45,865.0,-4.20,3.72,-0.48,1.12
Reggie Williams,1987-88,LAC,35,857.0,-4.43,-1.47,-5.90,-2.02
Cedric Maxwell,1987-88,HOU,71,848.0,-1.09,-0.43,-1.52,0.49
Paul Mokeski,1987-88,MIL,60,848.0,-3.10,1.36,-1.74,0.38
Kurt Rambis,1987-88,LAL,70,845.0,-0.96,1.28,0.32,1.54
Ed Nealy,1987-88,SAS,68,837.0,-2.12,-0.05,-2.17,0.16
Stuart Gray,1987-88,IND,74,807.0,-2.98,1.29,-1.69,0.38
Jim Paxson,1987-88,TOT,90,801.0,-0.70,-2.15,-2.85,-0.18
Danny Vranes,1987-88,PHI,57,772.0,-2.91,1.05,-1.87,0.29
Mark Alarie,1987-88,WSB,63,769.0,-1.71,-1.92,-3.63,-0.63
Scott Skiles,1987-88,IND,51,760.0,-1.77,-1.87,-3.63,-0.62
Michael Jackson,1987-88,SAC,58,760.0,-1.80,-2.19,-3.99,-0.75
Clemon Johnson,1987-88,SEA,74,723.0,-3.38,0.34,-3.04,-0.28
Brad Lohaus,1987-88,BOS,70,718.0,-2.61,0.06,-2.55,-0.01
Wes Matthews,1987-88,LAL,51,706.0,-0.96,-2.51,-3.47,-0.45
Jerry Sichting,1987-88,TOT,104,694.0,0.28,-1.82,-1.53,0.43
World B. Free,1987-88,HOU,58,682.0,-1.65,-3.29,-4.95,-1.13
Uwe Blab,1987-88,DAL,73,658.0,-3.90,-0.45,-4.35,-0.79
Mike Evans,1987-88,DEN,56,656.0,0.67,-1.62,-0.95,0.64
Darren Daye,1987-88,BOS,47,655.0,-0.70,-1.60,-2.30,0.09
Dave Hoppen,1987-88,TOT,78,642.0,-1.65,-0.97,-2.61,-0.08
Orlando Woolridge,1987-88,NJN,19,622.0,-0.55,-0.73,-1.28,0.46
Bob Thornton,1987-88,TOT,96,593.0,-2.18,-1.56,-3.74,-0.49
Mike Brown,1987-88,CHI,46,591.0,-2.98,-0.50,-3.49,-0.42
Mark McNamara,1987-88,PHI,42,581.0,-2.79,-0.86,-3.65,-0.44
Tony White,1987-88,TOT,98,581.0,-1.75,-2.96,-4.71,-0.85
Bernard Thompson,1987-88,PHO,37,566.0,-0.88,-0.83,-1.71,0.27
Calvin Natt,1987-88,DEN,27,533.0,-0.64,-2.19,-2.83,-0.14
Andrew Toney,1987-88,PHI,29,522.0,0.10,-2.79,-2.68,-0.08
Chris Dudley,1987-88,CLE,55,513.0,-2.47,1.20,-1.27,0.38
Clinton Wheeler,1987-88,IND,59,513.0,-1.62,-0.40,-2.02,0.13
