Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Jamari Traylor\jamari-traylor-1,FR,2012-13,F,Kansas,Big 12,37,356,12.2,0.469,0.429,9.7,14.9,12.5,4.9,2.8,8.4,23.6,15.2,84,90.3,87.1,0,0.9,1,-1.8,8.1,6.3
Elliott Eliason\eliott-eliason-1,SO,2012-13,C,Minnesota,Big Ten,33,452,14.5,0.507,0.484,9.2,22.2,15.5,13.8,1.3,9.4,25.5,11.1,91,103,94.8,0.4,0.8,1.2,-0.1,8,7.9
Vashil Fernandez\vashil-fernandez-1,SR,2014-15,C,Valparaiso,Horizon,34,841,19.9,0.558,0.564,11.4,16.6,14.1,2.6,1.1,14.1,13.2,15.2,232,114,88.5,1.5,2.2,3.7,-1.4,8,6.6
Darrius Garrett\darrius-garrett-1,SR,2011-12,C,Richmond,A-10,32,818,14.7,0.473,0.423,8.3,24.3,16,7.6,1.2,12.8,26.3,13.6,172,90.2,97.4,0.1,1.3,1.4,-3.5,8,4.4
Donta Hall\donta-hall-1,SO,2016-17,F,Alabama,SEC,34,670,21,0.652,0.658,11.1,20,15.5,5.7,1.6,8.1,16.6,14,201,123.4,90.2,1.5,1.7,3.2,1.7,8,9.7
A.J. Hammons\aj-hammons-1,SR,2015-16,C,Purdue,Big Ten,33,813,31,0.623,0.601,11.5,24.9,18.7,10.5,0.7,10.4,14.1,28.6,431,117.7,88.7,2.7,2.2,4.9,3.9,8,11.9
John Henson\john-henson-1,JR,2011-12,F,North Carolina,ACC,35,1019,24.7,0.505,0.5,9,27.1,17.9,8,1.1,9.6,8.7,23.1,439,110.2,86.6,2.3,2.7,5,1.6,8,9.6
Rick Jackson\rick-jackson-1,SR,2010-11,F,Syracuse,Big East,35,1245,24.9,0.584,0.588,11.6,20.6,16.4,12.2,2.3,8,15.5,19.1,462,116.2,90.8,3.1,2.9,6,4.1,8,12
Baye Moussa Keita\baye-moussa-keita-1,FR,2010-11,C,Syracuse,Big East,35,511,14.2,0.552,0.564,11.3,17.3,14.5,2.3,2.5,9.7,22.3,9,90,108,90.8,0.5,1.2,1.6,0.1,8,8.1
Khadeem Lattin\khadeem-lattin-1,FR,2014-15,F,Oklahoma,Big 12,34,403,12.8,0.447,0.431,11.1,17.8,14.6,4,1.8,8.1,15.7,11.2,82,101.1,88.3,0.3,1.1,1.3,-1.3,8,6.8
Daniel Miller\daniel-miller-1,JR,2012-13,C,Georgia Tech,ACC,31,884,21,0.548,0.512,9.2,18.4,13.6,15.6,1.8,7.8,16.6,16.4,279,111.4,91.3,1.7,1.9,3.6,1.2,8,9.3
Tariq Owens\tariq-owens-1,JR,2017-18,F,St. John's (NY),Big East,27,800,16.8,0.573,0.551,6.1,16,11,3.5,1.2,13,13.7,14.5,221,109.8,98.3,1,1.5,2.4,-1.2,8,6.8
Damian Saunders\damian-saunders-1,SR,2010-11,F,Duquesne,A-10,31,1054,22.9,0.535,0.531,8.8,16.9,12.8,13.9,3.8,8.6,12.9,19,395,111.9,87.9,2.2,2.8,4.9,2,8,10
Taylor Smith\taylor-smith-1,SR,2012-13,F,Stephen F. Austin,Southland,32,1083,30.5,0.653,0.694,10.4,25.4,17.6,12.7,1.9,9.5,13.5,22.2,439,121.5,76.4,3.7,3.9,7.6,3.6,8,11.6
Jimmie Taylor\jimmie-taylor-1,SR,2016-17,F,Alabama,SEC,34,612,15.6,0.566,0.577,7.5,15.5,11.5,6.9,1.5,8.5,19.9,15.7,168,103.1,92.1,0.5,1.5,2,-1.2,8,6.9
Andre Washington\andre-washington-1,SR,2016-17,C,East Carolina,AAC,33,821,19.3,0.546,0.565,11.4,18.9,15.2,7.8,0.9,11.8,19,16.1,236,103.7,92.3,0.8,1.9,2.7,-2.3,8,5.7
Mike Watkins\mike-watkins-1,FR,2016-17,F,Penn State,Big Ten,33,786,25.3,0.605,0.59,11.2,25.8,18.4,5.6,1.9,11.6,14.3,19.3,306,115.1,91.8,1.7,1.9,3.6,0.7,8,8.7
Briante Weber\briante-weber-1,SR,2014-15,G,Virginia Commonwealth,A-10,20,529,23.5,0.498,0.445,2.8,13.7,7.8,31.9,8.9,0.9,17.3,18.9,190,107.8,84.8,0.9,1.6,2.5,4.1,8,12.1
Isaiah Wilkins\isaiah-wilkins-1,SO,2015-16,F,Virginia,ACC,37,792,16.7,0.532,0.518,9.6,15.7,12.7,12.4,2.3,5,14.3,13.6,208,116.4,95.3,1.4,1.6,3,3.4,8,11.4
Andre Almeida\andre-almeida-1,JR,2010-11,C,Nebraska,Big 12,30,447,17.8,0.559,0.558,10.3,16.2,13.4,12.9,1,11.1,23.9,22.2,158,97,90.6,0.4,1,1.4,-1.4,7.9,6.5
Reginald Buckner\reginald-buckner-1,SO,2010-11,F,Mississippi,SEC,33,774,19.1,0.571,0.597,10.9,20.6,15.8,5.3,1.5,13.1,21.2,16.2,228,104.6,95.1,1,1.5,2.4,-0.1,7.9,7.8
Rakeem Christmas\rakeem-christmas-1,JR,2013-14,F,Syracuse,ACC,34,803,19.5,0.642,0.613,10.3,15.7,12.9,5.7,1.3,11.3,14.5,12.2,203,129.8,96.1,1.8,1.7,3.5,2.5,7.9,10.4
Aboubacar Diallo\aboubacar-diallo-1,JR,2017-18,F,Eastern Illinois,OVC,27,335,13.5,0.552,0.5,8.8,19.2,13.9,8.1,0.7,14.5,25.5,5.4,45,119,97.5,0.3,0.6,0.9,-4.2,7.9,3.7
John Fields\john-fields-2,SR,2010-11,F,Tennessee,SEC,34,394,16.8,0.57,0.587,14.7,14.2,14.4,2.9,1.5,12,19.1,11.9,95,112,97.2,0.6,0.7,1.2,0.4,7.9,8.4
Khadeem Lattin\khadeem-lattin-1,SR,2017-18,F,Oklahoma,Big 12,26,555,23.3,0.642,0.603,11.2,20,15.8,4.4,3.1,9.4,11.7,14,199,131.8,97.3,1.5,1.1,2.6,3.4,7.9,11.3
Zeke Marshall\zeke-marshall-1,SR,2012-13,C,Akron,MAC,33,931,29.8,0.661,0.655,10.3,20,15.1,5.7,1.4,13.6,12.2,20,384,129.3,89.2,3.6,2.2,5.8,3.6,7.9,11.4
Gary Payton\gary-payton-2,JR,2014-15,G,Oregon State,Pac-12,31,1125,25,0.547,0.525,7,18.4,12.7,22.3,5.4,4.6,13.4,22,422,110.9,86.2,2.5,3.2,5.7,4.4,7.9,12.3
Danny Agbelese\danny-agbelese-1,JR,2010-11,F,Hampton,MEAC,33,769,16.4,0.507,0.547,9.6,18,13.8,3,0.9,13.5,10.3,9.7,146,111,87.8,0.8,2,2.8,-4.6,7.8,3.3
Darion Atkins\darion-atkins-1,SR,2014-15,F,Virginia,ACC,33,789,20.6,0.515,0.511,12.1,18.7,15.5,6.6,2.3,5.8,13.1,20.7,251,106.6,83.6,1.3,2.4,3.7,1.7,7.8,9.5
Darion Atkins\darion-atkins-1,FR,2011-12,F,Virginia,ACC,27,275,18.1,0.586,0.581,11.5,19,15.3,2.3,2.9,8.3,8.8,12.1,64,124.6,82.5,0.6,0.8,1.4,0.6,7.8,8.5
Jordan Bachynski\jordan-bachynski-1,SR,2013-14,C,Arizona State,Pac-12,33,1020,21.7,0.59,0.545,8.2,20.8,14.8,3.4,0.7,12.3,13,18.7,366,115,92.8,2,2.4,4.4,-0.2,7.8,7.6
Rakeem Christmas\rakeem-christmas-1,SO,2012-13,F,Syracuse,Big East,40,834,16.2,0.54,0.53,9.6,16.2,12.8,2.1,1.5,11,15.6,13.6,198,107.9,89.8,1.1,1.9,3,0,7.8,7.8
Carson Desrosiers\carson-desrosiers-1,SR,2014-15,F,Providence,Big East,32,804,15.8,0.522,0.467,7.1,13.5,10.3,6.6,0.8,11.7,12.4,15,213,110.9,98.9,1.2,1.3,2.5,0.3,7.8,8.1
Elliott Eliason\eliott-eliason-1,JR,2013-14,C,Minnesota,Big Ten,37,810,17.5,0.523,0.507,11.9,24.6,18.3,8.1,1.5,10.4,17.7,14.2,213,108.8,97.5,1,1.6,2.5,-0.6,7.8,7.2
Tacko Fall\tacko-fall-1,SO,2016-17,C,Central Florida,AAC,36,947,26.3,0.671,0.715,16.5,22.5,19.8,5.4,0.6,11,23.6,20.9,373,111.1,85.6,1.9,2.8,4.7,1.5,7.8,9.3
Prince Ibeh\prince-ibeh-1,JR,2015-16,C,Texas,Big 12,32,579,14.8,0.537,0.571,14,17.9,15.9,0.7,0.9,11.9,24.6,14.5,149,98.5,97.3,0.3,1.1,1.4,-1.8,7.8,6
Ben Lammers\ben-lammers-1,SO,2015-16,C,Georgia Tech,ACC,36,534,19.8,0.635,0.655,10.1,20.8,15.5,5.7,1.5,8.7,14.1,11.3,133,126.7,99.8,1.1,0.9,1.9,2.6,7.8,10.4
Reggie Lynch\reggie-lynch-1,SO,2014-15,C,Illinois State,MVC,33,731,24.7,0.551,0.509,14.6,14.5,14.6,2.5,2,15,15.7,24.1,303,109.2,90.5,1.6,1.7,3.4,-0.3,7.8,7.5
Daniel Miller\daniel-miller-1,FR,2010-11,C,Georgia Tech,ACC,31,797,12.1,0.48,0.496,6.4,16.7,11.1,4.5,2.2,9.8,21.4,11.1,140,89.7,94.1,0,1.6,1.6,-3.7,7.8,4.1
Jack Salt\jack-salt-1,JR,2017-18,C,Virginia,ACC,26,526,11.5,0.599,0.638,8.6,14.9,11.9,3.1,0.9,5,20.9,10,94,111.1,89,0.5,1.4,1.9,-0.2,7.8,7.6
Skylar Spencer\skylar-spencer-1,FR,2012-13,F,San Diego State,MWC,34,484,16.4,0.616,0.662,9.7,15.3,12.4,2.4,1.2,11.2,17.7,10.2,99,115.1,91,0.7,1,1.7,-0.2,7.8,7.6
Briante Weber\briante-weber-1,SO,2012-13,G,Virginia Commonwealth,A-10,36,751,20.1,0.511,0.45,4,13.4,8.2,21.5,7.6,1.4,17.8,15,231,112.4,85.4,1.4,2,3.5,3.7,7.8,11.5
Mo Alie-Cox\mo-alie-cox-1,FR,2013-14,F,Virginia Commonwealth,A-10,35,505,16.8,0.551,0.525,12.2,15.3,13.6,3.8,1.2,10.3,13.8,11.6,131,119.5,91.8,0.8,1.3,2.1,-0.5,7.7,7.3
Rhamel Brown\rhamel-brown-1,SO,2011-12,F,Manhattan,MAAC,34,650,23.1,0.595,0.598,11,20.7,15.7,6.5,2.3,15,20,21.3,239,104.5,89.5,1,1.5,2.6,-1.9,7.7,5.8
Damonte Dodd\damonte-dodd-1,SO,2014-15,F,Maryland,Big Ten,35,555,16.8,0.62,0.607,11,16.5,14,8.6,0.8,10.2,23.8,14.5,155,112.4,94.4,0.9,1.1,2.1,0.7,7.7,8.4
John Flowers\john-flowers-1,SR,2010-11,F,West Virginia,Big East,33,984,19.6,0.569,0.52,8.5,15,11.7,11.5,1.7,8,15.8,16.5,302,117,97.8,2.2,1.6,3.8,4,7.7,11.7
A.J. Hammons\aj-hammons-1,JR,2014-15,C,Purdue,Big Ten,34,827,26,0.569,0.54,12.2,19.7,16.1,9.1,1.3,12.3,17,26.9,372,107.3,92.7,1.8,1.8,3.6,1.2,7.7,8.9
Andre Roberson\andre-roberson-1,JR,2012-13,F,Colorado,Pac-12,31,1036,21.9,0.524,0.515,10.6,29.4,20,9.4,3.9,4.4,18.7,19.9,348,102.1,84.5,1.4,2.9,4.3,2.1,7.7,9.8
Brandan Stith\brandan-stith-1,SR,2017-18,F,Old Dominion,CUSA,26,686,20.7,0.553,0.533,12.1,19.1,15.5,10.2,2.6,7.9,17,17.2,229,112.2,87.9,1.2,1.9,3.1,0,7.7,7.7
Stephan Van Treese\stephan-van-treese-1,SR,2013-14,F,Louisville,AAC,37,800,15.1,0.64,0.645,13.9,15.3,14.6,5.2,2.7,4,21,6.3,156,136.5,88.1,1.4,2.3,3.7,3.5,7.7,11.2
Patric Young\patric-young-1,JR,2012-13,C,Florida,SEC,37,981,23.1,0.572,0.586,12.6,18,15.2,6.6,2.2,6.9,14.6,21.2,366,112.9,84.4,2.5,2.8,5.2,3,7.7,10.7
Matt Costello\matt-costello-1,SO,2013-14,F,Michigan State,Big Ten,34,501,18.6,0.619,0.598,11.6,14.8,13.3,9.6,1.1,10.1,16.6,13.8,151,124.7,97.6,1.1,1,2.1,2.5,7.6,10.2
James Dickey\james-dickey-1,SO,2017-18,F,North Carolina-Greensboro,Southern,27,749,18.7,0.551,0.534,13.2,23.7,18.3,8,1.7,10.2,23.6,19.3,255,101.5,87.7,0.7,2.1,2.8,-3,7.6,4.5
Jordan Henriguez-Roberts\jordan-henriguez-roberts-1,SR,2012-13,F,Kansas State,Big 12,33,525,20.6,0.488,0.507,16.5,22.6,19.3,5,0.8,13.6,13.4,19.1,168,104.4,90.7,0.8,1.2,1.9,-0.4,7.6,7.2
Valentine Izundu\valentine-izundu-1,JR,2015-16,C,Washington State,Pac-12,23,342,16.4,0.603,0.643,9.7,11,10.4,3.3,1,14.2,20.8,13.7,88,106.2,104.6,0.3,0.4,0.7,-1.2,7.6,6.4
Alonzo Nelson-Ododa\alonzo-nelson-ododa-1,SO,2013-14,F,Richmond,A-10,33,885,13.9,0.482,0.46,6.3,16.5,11.4,6.2,1.8,9.6,17.7,15.9,215,94,95,0.1,1.9,2.1,-2.7,7.6,4.9
Jyles Smith\jyles-smith-1,SR,2013-14,F,Savannah State,MEAC,32,881,19.9,0.561,0.542,10.6,24.4,17.5,6.3,2,12.3,22.3,18.5,268,99.8,88.4,0.6,2.5,3.1,-3.7,7.6,3.9
Greg Somogyi\greg-somogyi-1,JR,2010-11,C,UC-Santa Barbara,Big West,32,459,17.6,0.539,0.513,9,16.9,13.2,6.8,1.3,15.8,20.9,20.4,143,96.4,94.9,0.3,0.9,1.2,-4.7,7.6,2.8
Maurice Sutton\maurice-sutton-1,SO,2010-11,F,Villanova,Big East,27,285,13.4,0.569,0.538,8.3,17,12.7,4,0.9,11.2,23.7,13.7,68,102.3,96.6,0.3,0.5,0.8,-1.8,7.6,5.8
Chris Washburn\chris-washburn-2,SO,2014-15,F,Texas Christian,Big 12,33,790,19.5,0.498,0.484,8.2,19.2,13.7,11.4,3.6,5.9,12.7,17.3,237,106.8,88.3,1.1,2.1,3.2,1.2,7.6,8.8
Austin Witter\austin-witter-1,SR,2012-13,F,North Carolina A&T,MEAC,37,1152,13.2,0.456,0.455,4.2,22.7,13.2,14.9,1.7,11.6,22.8,14.7,248,86.1,86.7,-0.2,3,2.8,-4.2,7.6,3.5
Zach Collins\zach-collins-1,FR,2016-17,F,Gonzaga,WCC,39,673,30.9,0.703,0.676,12,23.2,18.3,4.4,1.5,9.8,17.8,24.8,360,125.1,79.4,2.6,2.4,5,4,7.5,11.5
Deyonta Davis\deyonta-davis-1,FR,2015-16,F,Michigan State,Big Ten,35,650,23.9,0.601,0.598,13.5,19,16.5,7.5,0.8,10.2,12.1,19.2,242,121.4,90.9,1.7,1.6,3.3,3.2,7.5,10.8
Chris Hines\chris-hines-2,SR,2010-11,F,Alabama,SEC,37,1057,14.2,0.504,0.479,8.8,15.6,12.3,8.1,3.1,5.8,23.8,12.9,228,97,87.7,0.5,2.8,3.3,-0.8,7.5,6.8
Hassan Martin\hassan-martin-1,SO,2014-15,F,Rhode Island,A-10,33,949,24.6,0.607,0.598,9.3,21.7,15.7,2.7,1.5,11.6,12.4,19.2,337,117.1,84.1,2.3,2.9,5.1,0.8,7.5,8.3
Daniel Miller\daniel-miller-1,SR,2013-14,C,Georgia Tech,ACC,33,1016,23.4,0.588,0.578,9.5,20.1,14.8,11.2,2.3,8.6,13.8,18.3,351,116.4,96,2.1,2.1,4.2,2.2,7.5,9.7
Zach Smith\zach-smith-1,SR,2017-18,F,Texas Tech,Big 12,15,323,15.3,0.542,0.564,6.5,15.3,11,9.5,2.3,5.7,20,17.9,98,98.8,89.2,0.2,0.9,1.1,-1,7.5,6.6
Kameron Woods\kameron-woods-1,SR,2014-15,F,Butler,Big East,34,1065,19.6,0.552,0.506,11.1,27.5,19.1,7.3,2.3,3.5,14.6,13.9,293,117.7,88.8,2.1,2.7,4.8,1.8,7.5,9.3
BeeJay Anya\beejay-anya-1,FR,2013-14,F,North Carolina State,ACC,33,384,12.4,0.568,0.587,7.1,13.5,10.3,1.8,0.6,12.6,21.9,10.6,70,102.2,103.4,0.2,0.5,0.7,-1.8,7.4,5.6
Amida Brimah\amida-brimah-1,SO,2014-15,C,Connecticut,AAC,35,920,23.8,0.676,0.674,9.6,10.8,10.2,1.8,0.5,15,13.2,16.6,287,126.9,95.5,2.6,1.8,4.4,2.3,7.4,9.7
Kadeem Coleby\kadeem-coleby-1,SR,2013-14,C,Wichita State,MVC,36,463,10.4,0.465,0.452,8.4,16.3,12.5,2.4,0.4,11.4,18.5,14.1,99,93.7,90.6,0,1.2,1.3,-4.4,7.4,3
Jordan Dickerson\jordan-dickerson-2,JR,2014-15,C,Penn State,Big Ten,34,582,11,0.517,0.485,8.4,13.7,11.1,3,1,10,20.9,10,103,102.1,98.1,0.4,1,1.3,-2.3,7.4,5.1
Moussa Gueye\moussa-gueye-1,SR,2013-14,C,Valparaiso,Horizon,34,557,15.1,0.617,0.561,14.9,20.6,18,4.4,1.6,13.6,37.8,18.7,166,90.1,92.3,-0.1,1.4,1.2,-4.9,7.4,2.6
Moussa Gueye\moussa-gueye-1,JR,2012-13,C,Alabama,SEC,36,556,6.3,0.387,0.373,10.6,22.9,16.4,1,1,10.8,41,10.6,68,65.9,90.2,-0.7,1.2,0.5,-6.7,7.4,0.7
Valentine Izundu\valentine-izundu-1,SR,2016-17,C,San Diego State,MWC,30,508,13.3,0.574,0.615,11.6,10.5,11.1,1.5,0.6,11.8,19.5,8.3,91,114.5,95,0.5,1.1,1.6,-2,7.4,5.4
Justin Jackson\justin-jackson-3,FR,2010-11,F,Cincinnati,Big East,35,452,11.5,0.496,0.534,7.8,15.9,11.8,10.3,3.6,4.4,28.6,14.5,96,86.6,89.4,-0.1,1.1,1,-1.8,7.4,5.6
Justin Jackson\justin-jackson-3,SO,2011-12,F,Cincinnati,Big East,37,780,16,0.526,0.52,10.1,13.7,11.8,9.7,2.6,8.3,23.5,15.5,205,99,93.6,0.6,1.5,2.2,-0.2,7.4,7.2
Arsalan Kazemi\arsalan-kazemi-1,SR,2012-13,F,Oregon,Pac-12,35,1016,24.4,0.627,0.595,11.5,31.5,21.2,9.2,4.1,2.4,16.6,15.2,340,123.3,82.9,2.7,3,5.7,4.3,7.4,11.7
Chris Koumadje\jeanmarc-koumadje-1,SO,2016-17,C,Florida State,ACC,35,355,17.5,0.635,0.654,6.2,13.9,10.2,1.9,1.1,12,15.5,14.7,103,114.7,98,0.6,0.6,1.2,0.3,7.4,7.7
Dallas Lauderdale\dallas-lauderdale-1,SR,2010-11,F,Ohio State,Big Ten,37,595,17.4,0.688,0.733,8.1,17.1,12.6,1.8,0.3,10.4,17.5,12.3,136,119.8,92.1,1,1.3,2.4,2,7.4,9.3
Mamadou Ndiaye\mamadou-ndiaye-2,FR,2013-14,C,UC-Irvine,Big West,34,714,22.2,0.64,0.707,10.2,21.5,16.3,2,0.4,15,21.2,19.6,234,104.5,89,0.8,1.9,2.7,-2.8,7.4,4.6
Namdi Okonkwo\namdi-okonkwo-1,SR,2017-18,C,Pacific,WCC,29,552,20.5,0.655,0.648,10.8,18.8,14.7,3.5,0.5,16.4,14.7,12,147,127.1,102.1,1.2,0.8,2,-0.3,7.4,7.1
Sir'Dominic Pointer\sirdominic-pointer-1,SR,2014-15,G,St. John's (NY),Big East,33,1143,24.7,0.566,0.527,6.3,17.2,11.9,18,3.3,7.4,14.2,21,465,113.8,94.2,2.8,2.4,5.2,3.7,7.4,11.1
Jordan Reves\jordan-reves-1,SR,2012-13,F,Texas-Arlington,WAC,33,970,18,0.497,0.471,10.1,23.1,16.2,7.4,2.3,9.6,17.3,17.7,284,99.7,88.8,0.9,2.3,3.3,-1.9,7.4,5.5
Ismael Sanogo\ismael-sanogo-1,SO,2015-16,G,Seton Hall,Big East,33,922,14.4,0.523,0.5,10.6,16.5,13.6,8.1,2.8,3.8,19.9,10.2,204,110.7,92.5,1,2.2,3.1,1.3,7.4,8.7
BJ Shearry\bj-shearry-1,SR,2011-12,F,UC-Riverside,Big West,29,700,14.1,0.438,0.426,6.8,14.5,10.5,6,3.6,9.2,16,15.6,151,88.3,92,0,1.5,1.4,-4.4,7.4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Delon Wright\delon-wright-1,SR,2014-15,G,Utah,Pac-12,35,1165,29.2,0.619,0.549,4,13.7,9.3,33,4,3.2,14.2,22.8,558,129.8,87.7,5.3,3.1,8.4,8.8,7.4,16.2
Barret Benson\barret-benson-1,FR,2016-17,C,Northwestern,Big Ten,32,255,16.6,0.592,0.591,9.5,12.8,11.2,8.8,2.1,8.1,16.7,13.4,69,116.5,95.5,0.4,0.5,1,0.5,7.3,7.8
Branden Dawson\branden-dawson-1,SR,2014-15,G,Michigan State,Big Ten,35,1055,23.8,0.533,0.535,11.9,23.5,17.9,12.2,2.5,6.3,14.7,23.4,408,106.6,91.1,2,2.5,4.4,2.2,7.3,9.5
Jerai Grant\jerai-grant-1,SR,2010-11,F,Clemson,ACC,34,923,28.1,0.608,0.571,11.8,17.6,14.7,6.9,2.3,9.5,12.6,22.6,395,121.2,89.7,3.1,2.2,5.3,3.6,7.3,10.9
Draymond Green\draymond-green-1,JR,2010-11,F,Michigan State,Big Ten,34,1023,24.9,0.519,0.48,9.6,23.6,16.6,30.6,3.6,4,16.1,24.7,467,110.1,92.5,2.6,2.2,4.8,6.3,7.3,13.6
Donta Hall\donta-hall-1,JR,2017-18,F,Alabama,SEC,26,618,30.1,0.722,0.751,11.6,21.2,16.7,5.1,1.7,10.4,14.7,19.8,268,129.8,91.8,2.1,1.5,3.6,4.8,7.3,12.1
Will Kelly\will-kelly-1,SR,2015-16,F,Navy,Patriot,33,889,21.7,0.609,0.62,8.1,17.6,12.9,10.5,1.3,13.1,19.3,20.8,322,108.2,93.5,1.5,2,3.5,-1.3,7.3,6
John Manning\john-manning-1,JR,2013-14,C,Saint Louis,A-10,32,382,10.8,0.528,0.524,5.8,9,7.5,3.5,1.6,8.5,19,12.8,79,96.9,91.2,0.1,1,1.1,-3.4,7.3,3.9
K.J. McDaniels\kj-mcdaniels-1,JR,2013-14,F,Clemson,ACC,36,1212,28.4,0.566,0.505,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,579,114.4,90.8,3.6,3.1,6.7,5.6,7.3,12.9
Victor Oladipo\victor-oladipo-1,JR,2012-13,G,Indiana,Big Ten,36,1021,28.9,0.671,0.648,11.8,15.1,13.5,15.2,4.6,2.8,18.5,22.2,478,125.7,87.3,4.2,2.6,6.7,9.7,7.3,17
Keanu Pinder\keanu-pinder-1,JR,2016-17,F,Arizona,Pac-12,35,421,11.2,0.553,0.538,9.8,18.1,14.3,4.4,2.3,5.7,29.7,12,89,96.9,94,0.1,0.9,1.1,-0.4,7.3,7
Casey Prather\casey-prather-1,JR,2012-13,F,Florida,SEC,29,497,23,0.628,0.63,10.3,17.2,13.7,11.9,3.2,3.7,17.2,19.1,177,118.4,83.8,1.4,1.4,2.8,4.6,7.3,11.9
Brandon Swannegan\brandon-swannegan-1,JR,2014-15,F,Tulsa,AAC,34,569,15.4,0.492,0.458,12.8,14.3,13.5,1.5,2.1,10.5,17.6,14.9,143,100.8,89.4,0.5,1.4,1.9,-2.9,7.3,4.4
Myles Turner\myles-turner-1,FR,2014-15,F,Texas,Big 12,34,755,25.5,0.556,0.488,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,310,112.6,86.3,1.9,2.1,4,1.5,7.3,8.7
Tydus Verhoeven\tydus-verhoeven-1,FR,2017-18,F,Duquesne,A-10,27,511,11.2,0.468,0.468,8,13,10.4,6.7,0.5,12.9,22.7,9.6,87,97.4,98.9,0.1,0.9,1.1,-4,7.3,3.2
Mike Watkins\mike-watkins-1,SO,2017-18,F,Penn State,Big Ten,28,759,28.3,0.683,0.692,9.2,30.5,20,5.3,2.1,9.6,16.1,20.1,312,122.6,86.9,2.2,2.2,4.4,2.5,7.3,9.8
Fabian White Jr.\fabian-whitejr-1,FR,2017-18,F,Houston,AAC,26,420,17.2,0.565,0.536,11.2,15,13.2,9.6,1.7,7.7,21.9,19.9,155,105.2,92.2,0.5,1,1.6,-0.3,7.3,7
Isaiah Austin\isaiah-austin-1,SO,2013-14,C,Baylor,Big 12,38,1065,20.2,0.513,0.474,9.1,13.6,11.4,10.3,1,11.8,14.4,23.5,413,107.8,102.1,1.8,1.6,3.4,1.3,7.2,8.5
Nysier Brooks\nysier-brooks-1,SO,2017-18,C,Cincinnati,AAC,27,282,13.9,0.538,0.508,10.8,16.7,13.8,3.9,2.3,6.2,21.2,16.5,79,101,82.7,0.2,0.9,1.1,-2.1,7.2,5
Jordan Dickerson\jordan-dickerson-2,SR,2015-16,C,Penn State,Big Ten,32,581,12,0.546,0.54,8.8,13.1,10.9,4.4,1,10,21.1,9.4,106,107.2,103.2,0.5,0.8,1.2,-2.2,7.2,5
Draymond Green\draymond-green-1,SR,2011-12,F,Michigan State,Big Ten,37,1229,26.1,0.542,0.504,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,610,109.6,83.6,3.5,3.6,7.1,5.5,7.2,12.7
Desmond Hubert\desmond-hubert-1,SO,2012-13,F,North Carolina,ACC,36,335,10.1,0.492,0.543,8,12.4,10,1.8,1.3,8.9,23.8,7.7,47,94.1,98.6,0.1,0.5,0.6,-1.9,7.2,5.4
Dakari Johnson\dakari-johnson-1,SO,2014-15,C,Kentucky,SEC,39,635,22.3,0.553,0.506,13.4,19.1,16.5,8.9,1.4,6.1,15.8,22,256,113.9,82.6,1.6,2,3.6,3,7.2,10.2
Marcus Lee\marcus-lee-2,SO,2014-15,F,Kentucky,SEC,39,425,16.5,0.601,0.644,14,15.3,14.7,5.3,0.4,6.8,17.5,12.7,108,117.8,86.3,0.8,1.2,2,3.1,7.2,10.4
Jakob Poeltl\jakob-poeltl-1,FR,2014-15,F,Utah,Pac-12,34,792,24.7,0.63,0.681,16,20,18.2,6.6,1,8.6,18.2,21.2,305,115.2,88,2.1,2.1,4.2,3.5,7.2,10.7
Isaiah Robinson\isaiah-robinson-1,FR,2015-16,C,Houston Baptist,Southland,27,351,20.8,0.613,0.617,9.1,21.6,15.7,10.3,1.3,14.9,15.5,11.6,96,123.1,96,0.7,0.7,1.4,-1.7,7.2,5.5
Tre Scott\tre-scott-1,SO,2017-18,F,Cincinnati,AAC,27,311,18.3,0.598,0.585,13.1,18.4,15.8,16,2.7,1.9,23.5,12.2,90,120.4,83.7,0.6,1,1.6,2.4,7.2,9.6
Raymond Spalding\raymond-spalding-1,JR,2017-18,F,Louisville,ACC,27,720,25.9,0.565,0.544,14.3,21.7,18.2,9.3,3.4,6.7,14.4,22.6,329,114.3,89.4,1.8,1.9,3.7,3.3,7.2,10.4
Tristan Thompson\tristan-thompson-2,FR,2010-11,F,Texas,Big 12,36,1104,24.2,0.536,0.546,14,13.7,13.8,8.1,1.8,7.2,12.7,22.4,475,112.5,89.3,2.8,2.7,5.5,3.9,7.2,11.1
